Codigo,Espacialidades,IDHM_2010,IDHM_Renda_2010,IDHM_Longevidade_2010,IDHM_Educacao_2010
3518107,Guarantã,"0,713","0,698","0,832","0,623"
5104104,Guarantã do Norte,"0,703","0,692","0,826","0,609"
3202405,Guarapari,"0,731","0,746","0,837","0,626"
4109401,Guarapuava,"0,731","0,73","0,853","0,628"
4109500,Guaraqueçaba,"0,587","0,587","0,792","0,434"
3128501,Guarará,"0,652","0,65","0,802","0,532"
3518206,Guararapes,"0,763","0,727","0,84","0,726"
3518305,Guararema,"0,731","0,729","0,817","0,656"
2911808,Guaratinga,"0,558","0,559","0,766","0,406"
3518404,Guaratinguetá,"0,798","0,764","0,886","0,751"
4109609,Guaratuba,"0,717","0,737","0,828","0,604"
3128600,Guarda-Mor,"0,69","0,709","0,829","0,558"
3518503,Guareí,"0,687","0,692","0,805","0,583"
3518602,Guariba,"0,719","0,712","0,811","0,645"
2204550,Guaribas,"0,508","0,483","0,711","0,381"
5209457,Guarinos,"0,652","0,604","0,815","0,563"
3518701,Guarujá,"0,751","0,729","0,854","0,679"
4206603,Guarujá do Sul,"0,73","0,732","0,833","0,639"
3518800,Guarulhos,"0,763","0,746","0,831","0,717"
4206652,Guatambú,"0,717","0,716","0,823","0,626"
3518859,Guatapará,"0,743","0,724","0,822","0,688"
3128709,Guaxupé,"0,751","0,729","0,88","0,659"
5004106,Guia Lopes da Laguna,"0,675","0,677","0,826","0,549"
3128808,Guidoval,"0,683","0,669","0,837","0,569"
2104909,Guimarães,"0,625","0,535","0,772","0,592"
3128907,Guimarânia,"0,693","0,681","0,825","0,592"
5104203,Guiratinga,"0,705","0,677","0,813","0,637"
3129004,Guiricema,"0,674","0,654","0,812","0,576"
3129103,Gurinhatã,"0,68","0,691","0,865","0,525"
2506400,Gurinhém,"0,556","0,544","0,728","0,435"
2506509,Gurjão,"0,625","0,576","0,729","0,581"
1503101,Gurupá,"0,509","0,51","0,777","0,333"
1709500,Gurupi,"0,759","0,736","0,843","0,706"
3518909,Guzolândia,"0,697","0,676","0,808","0,621"
4309555,Harmonia,"0,749","0,748","0,841","0,668"
5209606,Heitoraí,"0,694","0,661","0,814","0,62"
3129202,Heliodora,"0,657","0,656","0,822","0,527"
2911857,Heliópolis,"0,563","0,547","0,748","0,437"
3519006,Herculândia,"0,727","0,68","0,809","0,698"
4307104,Herval,"0,687","0,73","0,843","0,527"
4206702,Herval D'Oeste,"0,758","0,74","0,859","0,684"
4309571,Herveiras,"0,616","0,67","0,792","0,441"
2305209,Hidrolândia,"0,597","0,549","0,775","0,499"
5209705,Hidrolândia,"0,706","0,707","0,827","0,603"
5209804,Hidrolina,"0,677","0,652","0,824","0,577"
3519055,Holambra,"0,793","0,815","0,878","0,698"
4109658,Honório Serpa,"0,683","0,645","0,807","0,612"
2305233,Horizonte,"0,658","0,594","0,788","0,61"
4309605,Horizontina,"0,783","0,782","0,858","0,716"
3519071,Hortolândia,"0,756","0,716","0,859","0,703"
2204600,Hugo Napoleão,"0,599","0,528","0,776","0,524"
4309654,Hulha Negra,"0,643","0,653","0,796","0,512"
1301704,Humaitá,"0,605","0,621","0,791","0,451"
4309704,Humaitá,"0,738","0,732","0,837","0,657"
2105005,Humberto de Campos,"0,535","0,443","0,759","0,455"
3519105,Iacanga,"0,745","0,721","0,851","0,675"
5209903,Iaciara,"0,644","0,615","0,826","0,527"
3519204,Iacri,"0,733","0,701","0,857","0,655"
2911907,Iaçu,"0,574","0,588","0,697","0,461"
3129301,Iapu,"0,654","0,639","0,819","0,535"
3519253,Iaras,"0,674","0,664","0,848","0,543"
2606507,Iati,"0,528","0,518","0,768","0,369"
4109708,Ibaiti,"0,71","0,738","0,813","0,596"
4309753,Ibarama,"0,652","0,686","0,792","0,511"
2305266,Ibaretama,"0,577","0,517","0,759","0,489"
3519303,Ibaté,"0,703","0,681","0,814","0,627"
2703007,Ibateguara,"0,518","0,517","0,684","0,393"
3202454,Ibatiba,"0,647","0,651","0,83","0,501"
4109757,Ibema,"0,685","0,664","0,786","0,615"
3129400,Ibertioga,"0,657","0,606","0,834","0,56"
3129509,Ibiá,"0,718","0,736","0,877","0,573"
4309803,Ibiaçá,"0,739","0,766","0,888","0,593"
3129608,Ibiaí,"0,614","0,565","0,795","0,516"
4206751,Ibiam,"0,725","0,737","0,82","0,631"
2305308,Ibiapina,"0,608","0,559","0,767","0,525"
2506608,Ibiara,"0,586","0,548","0,768","0,479"
2912004,Ibiassucê,"0,611","0,608","0,789","0,476"
2912103,Ibicaraí,"0,625","0,609","0,764","0,524"
4206801,Ibicaré,"0,708","0,734","0,826","0,586"
2912202,Ibicoara,"0,591","0,583","0,731","0,484"
2912301,Ibicuí,"0,584","0,586","0,78","0,435"
2305332,Ibicuitinga,"0,606","0,514","0,758","0,571"
2606606,Ibimirim,"0,552","0,533","0,706","0,446"
2912400,Ibipeba,"0,616","0,577","0,744","0,545"
2912509,Ibipitanga,"0,584","0,553","0,757","0,475"
4109807,Ibiporã,"0,726","0,72","0,821","0,647"
2912608,Ibiquera,"0,511","0,517","0,771","0,335"
3519402,Ibirá,"0,74","0,741","0,841","0,65"
3129657,Ibiracatu,"0,591","0,537","0,786","0,489"
3129707,Ibiraci,"0,706","0,696","0,855","0,591"
3202504,Ibiraçu,"0,726","0,733","0,835","0,625"
4309902,Ibiraiaras,"0,724","0,739","0,835","0,615"
2606705,Ibirajuba,"0,58","0,545","0,753","0,476"
4206900,Ibirama,"0,737","0,749","0,848","0,63"
2912707,Ibirapitanga,"0,558","0,561","0,748","0,415"
2912806,Ibirapuã,"0,614","0,641","0,774","0,467"
4309951,Ibirapuitã,"0,638","0,678","0,828","0,463"
3519501,Ibirarema,"0,708","0,692","0,817","0,628"
2912905,Ibirataia,"0,576","0,571","0,789","0,424"
3129806,Ibirité,"0,704","0,673","0,84","0,616"
4310009,Ibirubá,"0,765","0,786","0,848","0,671"
2913002,Ibitiara,"0,585","0,55","0,744","0,49"
3519600,Ibitinga,"0,747","0,738","0,846","0,667"
3202553,Ibitirama,"0,622","0,609","0,821","0,481"
2913101,Ibititá,"0,602","0,554","0,747","0,527"
3129905,Ibitiúra de Minas,"0,674","0,658","0,802","0,579"
3130002,Ibituruna,"0,675","0,639","0,823","0,584"
3519709,Ibiúna,"0,71","0,7","0,832","0,614"
2913200,Ibotirama,"0,636","0,601","0,78","0,548"
2305357,Icapuí,"0,616","0,572","0,757","0,541"
4207007,Içara,"0,741","0,732","0,861","0,645"
3130051,Icaraí de Minas,"0,624","0,57","0,799","0,533"
4109906,Icaraíma,"0,666","0,673","0,792","0,554"
2105104,Icatu,"0,546","0,475","0,727","0,472"
3519808,Icém,"0,72","0,716","0,806","0,646"
2913309,Ichu,"0,631","0,58","0,771","0,562"
2305407,Icó,"0,606","0,568","0,731","0,536"
3202603,Iconha,"0,729","0,709","0,83","0,658"
2404606,Ielmo Marinho,"0,55","0,521","0,766","0,418"
3519907,Iepê,"0,736","0,7","0,814","0,7"
2703106,Igaci,"0,564","0,547","0,774","0,424"
2913408,Igaporã,"0,614","0,586","0,766","0,516"
3520004,Igaraçu do Tietê,"0,727","0,691","0,838","0,664"
2502607,Igaracy,"0,61","0,575","0,794","0,496"
3520103,Igarapava,"0,768","0,809","0,835","0,671"
3130101,Igarapé,"0,698","0,686","0,844","0,588"
1503200,Igarapé-Açu,"0,595","0,579","0,743","0,49"
2105153,Igarapé do Meio,"0,569","0,53","0,687","0,506"
2105203,Igarapé Grande,"0,614","0,578","0,747","0,536"
1503309,Igarapé-Miri,"0,547","0,514","0,77","0,413"
2606804,Igarassu,"0,665","0,622","0,781","0,606"
3520202,Igaratá,"0,711","0,683","0,855","0,616"
3130200,Igaratinga,"0,651","0,682","0,842","0,481"
2913457,Igrapiúna,"0,574","0,565","0,789","0,424"
2703205,Igreja Nova,"0,568","0,556","0,771","0,428"
4310108,Igrejinha,"0,721","0,749","0,876","0,571"
3301876,Iguaba Grande,"0,761","0,744","0,841","0,704"
2913507,Iguaí,"0,552","0,559","0,786","0,382"
3520301,Iguape,"0,726","0,691","0,847","0,653"
2606903,Iguaraci,"0,598","0,58","0,77","0,48"
4110003,Iguaraçu,"0,758","0,714","0,833","0,732"
3130309,Iguatama,"0,707","0,695","0,825","0,616"
5004304,Iguatemi,"0,662","0,671","0,817","0,53"
2305506,Iguatu,"0,677","0,642","0,808","0,599"
4110052,Iguatu,"0,703","0,672","0,812","0,637"
3130408,Ijaci,"0,714","0,663","0,84","0,654"
4310207,Ijuí,"0,781","0,786","0,858","0,707"
3520400,Ilhabela,"0,756","0,739","0,843","0,693"
3520426,Ilha Comprida,"0,725","0,696","0,823","0,666"
2802700,Ilha das Flores,"0,562","0,514","0,735","0,469"
2607604,Ilha de Itamaracá,"0,653","0,627","0,809","0,548"
2204659,Ilha Grande,"0,563","0,534","0,708","0,472"
3520442,Ilha Solteira,"0,812","0,786","0,871","0,782"
2913606,Ilhéus,"0,69","0,688","0,808","0,59"
4207106,Ilhota,"0,738","0,75","0,883","0,607"
3130507,Ilicínea,"0,68","0,665","0,827","0,571"
4310306,Ilópolis,"0,73","0,756","0,866","0,595"
2506707,Imaculada,"0,557","0,524","0,715","0,461"
4207205,Imaruí,"0,667","0,67","0,834","0,53"
4110078,Imbaú,"0,622","0,636","0,785","0,481"
4310330,Imbé,"0,764","0,825","0,847","0,638"
3130556,Imbé de Minas,"0,553","0,572","0,744","0,397"
4207304,Imbituba,"0,765","0,734","0,868","0,703"
4110102,Imbituva,"0,66","0,681","0,828","0,509"
4207403,Imbuia,"0,713","0,716","0,84","0,602"
4310363,Imigrante,"0,743","0,764","0,844","0,635"
2105302,Imperatriz,"0,731","0,697","0,803","0,698"
5209937,Inaciolândia,"0,692","0,683","0,822","0,591"
4110201,Inácio Martins,"0,6","0,623","0,765","0,454"
2607000,Inajá,"0,523","0,503","0,711","0,4"
4110300,Inajá,"0,705","0,676","0,807","0,641"
3130606,Inconfidentes,"0,692","0,688","0,843","0,572"
3130655,Indaiabira,"0,61","0,575","0,804","0,49"
4207502,Indaial,"0,777","0,767","0,873","0,701"
3520509,Indaiatuba,"0,788","0,791","0,837","0,738"
2305605,Independência,"0,632","0,561","0,759","0,592"
4310405,Independência,"0,693","0,711","0,813","0,576"
3520608,Indiana,"0,761","0,714","0,843","0,733"
3130705,Indianópolis,"0,674","0,664","0,834","0,554"
4110409,Indianópolis,"0,724","0,707","0,835","0,642"
3520707,Indiaporã,"0,751","0,714","0,835","0,71"
5209952,Indiara,"0,701","0,694","0,837","0,593"
2802809,Indiaroba,"0,58","0,533","0,772","0,475"
5104500,Indiavaí,"0,661","0,645","0,841","0,533"
2506806,Ingá,"0,592","0,573","0,768","0,471"
3130804,Ingaí,"0,697","0,694","0,858","0,569"
2607109,Ingazeira,"0,608","0,575","0,766","0,51"
4310413,Inhacorá,"0,673","0,647","0,807","0,585"
2913705,Inhambupe,"0,565","0,556","0,757","0,429"
1503408,Inhangapi,"0,572","0,55","0,748","0,456"
2703304,Inhapi,"0,484","0,501","0,718","0,316"
3130903,Inhapim,"0,658","0,642","0,829","0,535"
3131000,Inhaúma,"0,702","0,657","0,845","0,624"
2204709,Inhuma,"0,624","0,562","0,772","0,56"
5210000,Inhumas,"0,72","0,718","0,842","0,618"
3131109,Inimutaba,"0,664","0,625","0,81","0,579"
5004403,Inocência,"0,681","0,702","0,846","0,531"
3520806,Inúbia Paulista,"0,759","0,688","0,849","0,75"
4207577,Iomerê,"0,795","0,754","0,891","0,749"
3131158,Ipaba,"0,665","0,63","0,829","0,562"
5210109,Ipameri,"0,701","0,711","0,823","0,588"
3131208,Ipanema,"0,693","0,67","0,848","0,586"
2404705,Ipanguaçu,"0,603","0,568","0,744","0,518"
2305654,Ipaporanga,"0,579","0,502","0,766","0,506"
3131307,Ipatinga,"0,771","0,752","0,864","0,705"
2305704,Ipaumirim,"0,606","0,621","0,729","0,491"
3520905,Ipaussu,"0,727","0,713","0,828","0,65"
4310439,Ipê,"0,728","0,751","0,831","0,618"
2913804,Ipecaetá,"0,55","0,506","0,776","0,424"
3521002,Iperó,"0,719","0,68","0,814","0,672"
3521101,Ipeúna,"0,753","0,737","0,845","0,685"
3131406,Ipiaçu,"0,696","0,68","0,814","0,61"
2913903,Ipiaú,"0,67","0,687","0,796","0,551"
3521150,Ipiguá,"0,73","0,696","0,839","0,666"
2914000,Ipirá,"0,549","0,568","0,748","0,39"
4207601,Ipira,"0,736","0,724","0,838","0,657"
4110508,Ipiranga,"0,652","0,684","0,828","0,489"
5210158,Ipiranga de Goiás,"0,696","0,643","0,816","0,642"
5104526,Ipiranga do Norte,"0,727","0,742","0,807","0,642"
2204808,Ipiranga do Piauí,"0,63","0,56","0,765","0,583"
4310462,Ipiranga do Sul,"0,791","0,818","0,866","0,698"
1301803,Ipixuna,"0,481","0,476","0,772","0,302"
1503457,Ipixuna do Pará,"0,489","0,508","0,757","0,304"
2607208,Ipojuca,"0,619","0,613","0,774","0,499"
4110607,Iporã,"0,706","0,696","0,829","0,611"
5210208,Iporá,"0,743","0,731","0,84","0,667"
4207650,Iporã do Oeste,"0,759","0,743","0,847","0,695"
3521200,Iporanga,"0,703","0,637","0,816","0,668"
2305803,Ipu,"0,618","0,583","0,762","0,532"
3521309,Ipuã,"0,749","0,759","0,848","0,654"
4207684,Ipuaçu,"0,66","0,674","0,79","0,54"
2607307,Ipubi,"0,55","0,541","0,712","0,433"
2404804,Ipueira,"0,679","0,627","0,788","0,633"
1709807,Ipueiras,"0,62","0,576","0,797","0,518"
2305902,Ipueiras,"0,573","0,534","0,735","0,479"
3131505,Ipuiúna,"0,686","0,723","0,866","0,516"
4207700,Ipumirim,"0,738","0,747","0,853","0,631"
2914109,Ipupiara,"0,59","0,558","0,736","0,499"
1400282,Iracema,"0,582","0,56","0,81","0,434"
2306009,Iracema,"0,652","0,597","0,733","0,632"
4110656,Iracema do Oeste,"0,707","0,672","0,836","0,63"
3521408,Iracemápolis,"0,776","0,742","0,863","0,729"
4207759,Iraceminha,"0,722","0,71","0,845","0,628"
4310504,Iraí,"0,691","0,684","0,819","0,59"
3131604,Iraí de Minas,"0,695","0,705","0,847","0,563"
2914208,Irajuba,"0,576","0,544","0,776","0,453"
2914307,Iramaia,"0,571","0,543","0,74","0,463"
1301852,Iranduba,"0,613","0,607","0,799","0,476"
4207809,Irani,"0,742","0,715","0,847","0,675"
3521507,Irapuã,"0,713","0,688","0,844","0,624"
3521606,Irapuru,"0,712","0,691","0,839","0,622"
2914406,Iraquara,"0,599","0,548","0,749","0,523"
2914505,Irará,"0,62","0,587","0,809","0,501"
4110706,Irati,"0,726","0,715","0,835","0,64"
4207858,Irati,"0,707","0,694","0,836","0,609"
2306108,Irauçuba,"0,605","0,526","0,755","0,557"
2914604,Irecê,"0,691","0,661","0,776","0,643"
4110805,Iretama,"0,665","0,696","0,811","0,521"
4207908,Irineópolis,"0,699","0,72","0,836","0,567"
1503507,Irituia,"0,559","0,536","0,763","0,427"
3202652,Irupi,"0,637","0,658","0,798","0,493"
2204907,Isaías Coelho,"0,582","0,628","0,767","0,41"
5210307,Israelândia,"0,711","0,664","0,831","0,652"
4208005,Itá,"0,771","0,747","0,879","0,698"
4310538,Itaara,"0,76","0,761","0,841","0,687"
2506905,Itabaiana,"0,613","0,592","0,727","0,536"
2802908,Itabaiana,"0,642","0,645","0,801","0,513"
2803005,Itabaianinha,"0,556","0,555","0,761","0,407"
2914653,Itabela,"0,599","0,614","0,751","0,465"
3521705,Itaberá,"0,693","0,652","0,803","0,636"
2914703,Itaberaba,"0,62","0,638","0,769","0,485"
5210406,Itaberaí,"0,719","0,735","0,828","0,61"
2803104,Itabi,"0,602","0,569","0,748","0,512"
3131703,Itabira,"0,756","0,729","0,873","0,678"
3131802,Itabirinha,"0,653","0,625","0,838","0,531"
3131901,Itabirito,"0,73","0,737","0,828","0,638"
3301900,Itaboraí,"0,693","0,69","0,813","0,593"
2914802,Itabuna,"0,712","0,695","0,807","0,643"
1710508,Itacajá,"0,612","0,585","0,798","0,491"
3132008,Itacambira,"0,628","0,57","0,791","0,55"
3132107,Itacarambi,"0,641","0,593","0,787","0,564"
2914901,Itacaré,"0,583","0,594","0,807","0,413"
1301902,Itacoatiara,"0,644","0,618","0,811","0,534"
2607406,Itacuruba,"0,595","0,567","0,712","0,523"
4310553,Itacurubi,"0,657","0,692","0,804","0,509"
2915007,Itaeté,"0,572","0,536","0,719","0,485"
2915106,Itagi,"0,543","0,543","0,694","0,426"
2915205,Itagibá,"0,589","0,566","0,77","0,469"
2915304,Itagimirim,"0,634","0,602","0,821","0,516"
3202702,Itaguaçu,"0,702","0,672","0,802","0,641"
2915353,Itaguaçu da Bahia,"0,562","0,55","0,74","0,435"
3302007,Itaguaí,"0,715","0,703","0,814","0,638"
4110904,Itaguajé,"0,707","0,672","0,791","0,664"
3132206,Itaguara,"0,691","0,697","0,836","0,567"
5210562,Itaguari,"0,693","0,683","0,817","0,596"
5210604,Itaguaru,"0,718","0,689","0,828","0,648"
1710706,Itaguatins,"0,616","0,572","0,799","0,511"
3521804,Itaí,"0,713","0,692","0,83","0,63"
2607505,Itaíba,"0,51","0,531","0,688","0,364"
2306207,Itaiçaba,"0,656","0,581","0,758","0,642"
2205003,Itainópolis,"0,541","0,545","0,725","0,401"
4208104,Itaiópolis,"0,708","0,7","0,836","0,606"
2105351,Itaipava do Grajaú,"0,518","0,456","0,726","0,419"
3132305,Itaipé,"0,552","0,57","0,759","0,388"
4110953,Itaipulândia,"0,738","0,779","0,848","0,608"
2306256,Itaitinga,"0,626","0,583","0,768","0,548"
1503606,Itaituba,"0,64","0,644","0,8","0,51"
2404853,Itajá,"0,624","0,586","0,769","0,539"
5210802,Itajá,"0,691","0,692","0,835","0,57"
4208203,Itajaí,"0,795","0,778","0,884","0,73"
3521903,Itajobi,"0,73","0,727","0,832","0,644"
3522000,Itaju,"0,705","0,696","0,823","0,613"
3132404,Itajubá,"0,787","0,767","0,884","0,718"
2915403,Itaju do Colônia,"0,592","0,57","0,724","0,502"
2915502,Itajuípe,"0,599","0,609","0,759","0,466"
3302056,Italva,"0,688","0,692","0,792","0,595"
2915601,Itamaraju,"0,627","0,641","0,767","0,502"
3132503,Itamarandiba,"0,646","0,618","0,798","0,547"
1301951,Itamarati,"0,477","0,529","0,772","0,266"
3132602,Itamarati de Minas,"0,688","0,677","0,841","0,572"
2915700,Itamari,"0,578","0,595","0,713","0,454"
3132701,Itambacuri,"0,634","0,616","0,784","0,527"
4111001,Itambaracá,"0,694","0,664","0,789","0,639"
2607653,Itambé,"0,575","0,566","0,727","0,463"
2915809,Itambé,"0,578","0,589","0,75","0,436"
4111100,Itambé,"0,746","0,691","0,854","0,703"
3132800,Itambé do Mato Dentro,"0,634","0,605","0,823","0,513"
3132909,Itamogi,"0,674","0,665","0,81","0,568"
3133006,Itamonte,"0,705","0,695","0,853","0,591"
2915908,Itanagra,"0,584","0,577","0,796","0,433"
3522109,Itanhaém,"0,745","0,716","0,823","0,701"
3133105,Itanhandu,"0,739","0,72","0,871","0,643"
5104542,Itanhangá,"0,71","0,699","0,856","0,597"
2916005,Itanhém,"0,637","0,624","0,79","0,525"
3133204,Itanhomi,"0,65","0,656","0,831","0,503"
3133303,Itaobim,"0,629","0,613","0,787","0,516"
3522158,Itaóca,"0,68","0,627","0,787","0,637"
3302106,Itaocara,"0,713","0,696","0,82","0,635"
5210901,Itapaci,"0,725","0,72","0,844","0,626"
2306306,Itapagé,"0,623","0,561","0,76","0,568"
3133402,Itapagipe,"0,723","0,728","0,861","0,603"
2916104,Itaparica,"0,67","0,657","0,826","0,553"
2916203,Itapé,"0,599","0,574","0,761","0,491"
2916302,Itapebi,"0,572","0,568","0,718","0,458"
3133501,Itapecerica,"0,713","0,692","0,846","0,618"
3522208,Itapecerica da Serra,"0,742","0,699","0,852","0,687"
2105401,Itapecuru Mirim,"0,599","0,534","0,747","0,539"
4111209,Itapejara D'Oeste,"0,731","0,713","0,828","0,661"
4208302,Itapema,"0,796","0,788","0,881","0,727"
3202801,Itapemirim,"0,654","0,64","0,808","0,54"
4111258,Itaperuçu,"0,637","0,654","0,779","0,507"
3302205,Itaperuna,"0,73","0,716","0,837","0,649"
2607703,Itapetim,"0,592","0,598","0,704","0,494"
2916401,Itapetinga,"0,667","0,667","0,79","0,562"
3522307,Itapetininga,"0,763","0,728","0,864","0,705"
3133600,Itapeva,"0,72","0,699","0,878","0,607"
3522406,Itapeva,"0,732","0,702","0,803","0,697"
3522505,Itapevi,"0,735","0,687","0,855","0,677"
2916500,Itapicuru,"0,486","0,505","0,711","0,319"
2306405,Itapipoca,"0,64","0,562","0,761","0,613"
3522604,Itapira,"0,762","0,75","0,852","0,692"
1302009,Itapiranga,"0,654","0,594","0,792","0,594"
4208401,Itapiranga,"0,775","0,766","0,842","0,723"
5211008,Itapirapuã,"0,677","0,67","0,816","0,568"
3522653,Itapirapuã Paulista,"0,661","0,595","0,816","0,594"
1710904,Itapiratins,"0,601","0,611","0,796","0,446"
2607752,Itapissuma,"0,633","0,589","0,764","0,564"
2916609,Itapitanga,"0,571","0,536","0,764","0,454"
2306504,Itapiúna,"0,604","0,525","0,775","0,542"
4208450,Itapoá,"0,761","0,739","0,874","0,682"
3522703,Itápolis,"0,744","0,738","0,836","0,667"
5004502,Itaporã,"0,654","0,66","0,809","0,523"
1711100,Itaporã do Tocantins,"0,65","0,613","0,842","0,531"
2507002,Itaporanga,"0,615","0,607","0,742","0,517"
3522802,Itaporanga,"0,719","0,681","0,835","0,653"
2803203,Itaporanga D'Ajuda,"0,561","0,548","0,779","0,414"
2507101,Itapororoca,"0,564","0,543","0,757","0,437"
1101104,Itapuã do Oeste,"0,614","0,633","0,751","0,488"
4310579,Itapuca,"0,664","0,709","0,834","0,495"
3522901,Itapuí,"0,725","0,716","0,841","0,633"
3523008,Itapura,"0,72","0,682","0,813","0,673"
5211206,Itapuranga,"0,726","0,7","0,837","0,653"
3523107,Itaquaquecetuba,"0,714","0,665","0,844","0,648"
2916708,Itaquara,"0,553","0,539","0,763","0,411"
4310603,Itaqui,"0,713","0,687","0,843","0,626"
5004601,Itaquiraí,"0,62","0,645","0,772","0,479"
2607802,Itaquitinga,"0,586","0,554","0,715","0,509"
3202900,Itarana,"0,684","0,696","0,809","0,568"
2916807,Itarantim,"0,61","0,608","0,766","0,487"
3523206,Itararé,"0,703","0,668","0,803","0,649"
2306553,Itarema,"0,606","0,529","0,753","0,558"
3523305,Itariri,"0,677","0,642","0,837","0,577"
5211305,Itarumã,"0,693","0,769","0,861","0,503"
